Iteration,Global_Best_Fitness
1,1.995263660
2,1.995263660
3,1.999410032
4,1.999410032
5,1.999410032
6,1.999410032
7,1.999968882
8,1.999968882
9,1.999968882
10,1.999968882
11,1.999968882
12,1.999968882
13,1.999968882
14,1.999968882
15,1.999968882
16,1.999968882
17,1.999968882
18,1.999968882
19,1.999968882
20,1.999968882
21,1.999968882
22,1.999968882
23,1.999968882
24,1.999968882
25,1.999972557
26,1.999972557
27,1.999999286
28,1.999999286
29,1.999999286
30,1.999999286
31,1.999999286
32,1.999999286
33,1.999999286
34,1.999999286
35,1.999999286
36,1.999999286
37,1.999999286
38,1.999999286
39,1.999999286
40,1.999999748
41,1.999999748
42,1.999999748
43,1.999999748
44,1.999999748
45,1.999999748
46,1.999999748
47,1.999999748
48,1.999999748
49,1.999999748
50,1.999999748
51,1.999999748
52,1.999999748
53,1.999999748
54,1.999999880
55,1.999999880
56,1.999999993
57,1.999999993
58,1.999999993
59,1.999999999
60,1.999999999
61,1.999999999
62,1.999999999
63,1.999999999
64,1.999999999
65,1.999999999
66,1.999999999
67,1.999999999
68,1.999999999
69,1.999999999
70,2.000000000
71,2.000000000
72,2.000000000
73,2.000000000
74,2.000000000
75,2.000000000
76,2.000000000
77,2.000000000
78,2.000000000
79,2.000000000
80,2.000000000
81,2.000000000
82,2.000000000
83,2.000000000
84,2.000000000
85,2.000000000
86,2.000000000
87,2.000000000
88,2.000000000
89,2.000000000
90,2.000000000
91,2.000000000
92,2.000000000
93,2.000000000
94,2.000000000
95,2.000000000
96,2.000000000
97,2.000000000
98,2.000000000
99,2.000000000
100,2.000000000
